"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_a","fielder_2_a","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FS","2022-07-06","90.8","-2.29","6.03","Ohtani, Shohei",621563,660271,"field_out","hit_into_play",,,,,11,"Joey Wendle grounds out, second baseman Luis Rengifo to first baseman Jared Walsh.","R","L","R","MIA","LAA","X",4,"ground_ball",1,2,2022,"-0.39","0.11","-0.98","2.7",,,,0,6,"Bot",148.95,157.48,,,545358,,,4.142768728972213,-132.15760985567638,-2.654131330607866,-5.496282889329202,29.3721260317915,-30.50934153447709,"3.32","1.58",5,"70.5",-27,"91.3",1390,"6.7",661378,660271,545358,665120,650859,542340,623205,669016,545361,621493,"53.81",0.034,0.031,"0",1,0,0,2,47,5,"Split-Finger",1,3,1,3,3,1,1,3,"Standard","Standard",240,"-0.035","-0.158"
"SL","2022-07-06","87","-2.53","6.06","Ohtani, Shohei",621563,660271,,"foul",,,,,13,"Joey Wendle grounds out, second baseman Luis Rengifo to first baseman Jared Walsh.","R","L","R","MIA","LAA","S",,,1,2,2022,"1.07","0.24","-0.88","1.83",,,,0,6,"Bot",,,,,545358,,,1.7865618702421693,-126.59269044472832,-4.440860184076014,11.08251847023155,27.121693323100637,-28.916964124945878,"3.32","1.58",,,,"87.3",2432,"6.6",661378,660271,545358,665120,650859,542340,623205,669016,545361,621493,"53.88",,,,,,,,47,4,"Slider",1,3,1,3,3,1,1,3,"Standard","Standard",57,"0","0"
"FS","2022-07-06","91.5","-2.36","6.04","Ohtani, Shohei",621563,660271,,"ball",,,,,14,"Joey Wendle grounds out, second baseman Luis Rengifo to first baseman Jared Walsh.","R","L","R","MIA","LAA","B",,,0,2,2022,"-0.91","0.17","0.13","-0.82",,,,0,6,"Bot",,,,,545358,,,8.273504347664774,-132.5522773695934,-11.784075228325701,-12.543731025093235,30.35757419650345,-27.580548093120964,"3.4","1.6",,,,"91.7",1398,"6.8",661378,660271,545358,665120,650859,542340,623205,669016,545361,621493,"53.69",,,,,,,,47,3,"Split-Finger",1,3,1,3,3,1,1,3,"Standard","Standard",238,"0","0.017"
"SL","2022-07-06","84.8","-2.72","5.73","Ohtani, Shohei",621563,660271,,"called_strike",,,,,8,"Joey Wendle grounds out, second baseman Luis Rengifo to first baseman Jared Walsh.","R","L","R","MIA","LAA","S",,,0,1,2022,"1.64","-0.03","-0.22","1.71",,,,0,6,"Bot",,,,,545358,,,2.574368847902623,-123.43800276421995,-2.949562723665001,16.01227427142583,27.64207983387993,-32.06260437462193,"3.44","1.54",,,,"85.2",2570,"6.8",661378,660271,545358,665120,650859,542340,623205,669016,545361,621493,"53.68",,,,,,,,47,2,"Slider",1,3,1,3,3,1,1,3,"Standard","Standard",61,"0","-0.046"
"SL","2022-07-06","83.9","-2.67","5.85","Ohtani, Shohei",621563,660271,,"called_strike",,,,,4,"Joey Wendle grounds out, second baseman Luis Rengifo to first baseman Jared Walsh.","R","L","R","MIA","LAA","S",,,0,0,2022,"1.35","0.52","-0.56","2.23",,,,0,6,"Bot",,,,,545358,,,2.222743313431578,-122.09382619756227,-2.965706096412377,12.929071954015805,26.19400346789413,-26.55855129261661,"3.3","1.59",,,,"84.1",2318,"6.6",661378,660271,545358,665120,650859,542340,623205,669016,545361,621493,"53.86",,,,,,,,47,1,"Slider",1,3,1,3,3,1,1,3,"Standard","Standard",72,"0","-0.034"
"SL","2022-07-06","87.2","-2.66","5.64","Ohtani, Shohei",542932,660271,"strikeout","swinging_strike",,,,,14,"Jon Berti strikes out swinging.","R","R","R","MIA","LAA","S",2,,3,2,2022,"1.72","0.34","1.29","2.08",,,,2,5,"Bot",,,,,545358,,,6.005485164899017,-126.83492425095521,-3.0086663129071995,16.823307011018663,30.583870534422445,-28.048371738029548,"3.16","1.43",,,,"87.5",2600,"6.9",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.6",,,"0",1,0,0,,41,6,"Slider",1,3,1,3,3,1,1,3,"Standard","Standard",62,"-0.014","-0.116"
"FF","2022-07-06","100.6","-2.2","5.87","Ohtani, Shohei",542932,660271,,"ball",,,,,14,"Jon Berti strikes out swinging.","R","R","R","MIA","LAA","B",,,2,2,2022,"-0.42","1.53","1.27","2.06",,,,2,5,"Bot",,,,,545358,,,10.682868674844507,-145.77599979236476,-8.800666823524455,-8.757454540431393,38.036562239296,-8.419614200194504,"3.31","1.45",,,,"100.6",2339,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.71",,,,,,,,41,5,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard",212,"0","0.033"
"SL","2022-07-06","86.5","-2.6","5.72","Ohtani, Shohei",542932,660271,,"called_strike",,,,,12,"Jon Berti strikes out swinging.","R","R","R","MIA","LAA","S",,,2,1,2022,"1.29","0.51","0.87","2.54",,,,2,5,"Bot",,,,,545358,,,5.6821935268910835,-125.73590038818209,-2.2747518094110806,12.028895079435966,30.78905739556799,-26.529006784990813,"3.22","1.45",,,,"86.4",2538,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.71",,,,,,,,41,4,"Slider",1,3,1,3,3,1,1,3,"Standard","Standard",65,"0","-0.031"
"FF","2022-07-06","99.4","-2.28","5.9","Ohtani, Shohei",542932,660271,,"ball",,,,,3,"Jon Berti strikes out swinging.","R","R","R","MIA","LAA","B",,,1,1,2022,"-0.33","1.53","0.76","3.29",,,,2,5,"Bot",,,,,545358,,,9.19031261972049,-144.30358348772518,-5.309056670248017,-6.925513255458647,35.944108782368886,-9.767016195228765,"3.27","1.45",,,,"99.8",2384,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.72",,,,,,,,41,3,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard",208,"0","0.021"
"FS","2022-07-06","90.7","-1.99","6.05","Ohtani, Shohei",542932,660271,,"ball",,,,,13,"Jon Berti strikes out swinging.","R","R","R","MIA","LAA","B",,,0,1,2022,"-0.25","0.17","-0.57","1.2",,,,2,5,"Bot",,,,,545358,,,4.133195991796014,-131.914896163719,-6.5512824484505865,-3.8950143466113256,30.57851115631046,-28.91953693727975,"3.2","1.45",,,,"91.2",1340,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.68",,,,,,,,41,2,"Split-Finger",1,3,1,3,3,1,1,3,"Standard","Standard",238,"0","0.011"
"FF","2022-07-06","100.2","-2.2","5.87","Ohtani, Shohei",542932,660271,,"called_strike",,,,,3,"Jon Berti strikes out swinging.","R","R","R","MIA","LAA","S",,,0,0,2022,"-0.43","1.48","0.57","2.77",,,,2,5,"Bot",,,,,545358,,,8.75750468440153,-145.54696897401374,-6.708155494984002,-8.211573252200045,36.12226160183222,-9.682007513986324,"3.24","1.45",,,,"100.9",2309,"6.9",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.63",,,,,,,,41,1,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard",213,"0","-0.017"
"FF","2022-07-06","100.9","-2.24","5.91","Ohtani, Shohei",607732,660271,"strikeout","swinging_strike",,,,,2,"Jacob Stallings strikes out swinging.","R","R","R","MIA","LAA","S",2,,1,2,2022,"-0.37","1.66","0.08","3.05",,,,1,5,"Bot",,,,,545358,,,7.407687226134085,-146.66117114621218,-6.5888576248364155,-7.17416200822886,36.619125319271106,-6.894980458613175,"3.21","1.42",,,,"101.4",2390,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.73",,,"0",1,0,0,,40,4,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard",217,"-0.021","-0.112"
"SL","2022-07-06","86.1","-2.77","5.72","Ohtani, Shohei",607732,660271,,"called_strike",,,,,7,"Jacob Stallings strikes out swinging.","R","R","R","MIA","LAA","S",,,1,1,2022,"1.51","0.23","-0.62","1.64",,,,1,5,"Bot",,,,,545358,,,2.0123505354384434,-125.2714400860187,-3.8432388615602555,15.315725833357572,28.85041814868007,-29.128349775070472,"3.16","1.45",,,,"86.1",2493,"6.6",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.87",,,,,,,,40,3,"Slider",1,3,1,3,3,1,1,3,"Standard","Standard",59,"0","-0.036"
"FF","2022-07-06","98.7","-2.38","5.88","Ohtani, Shohei",607732,660271,,"swinging_strike",,,,,2,"Jacob Stallings strikes out swinging.","R","R","R","MIA","LAA","S",,,1,0,2022,"-0.38","1.53","-0.02","3.31",,,,1,5,"Bot",,,,,545358,,,7.389833471773014,-143.46228126587292,-5.12573650829407,-6.977914464138795,34.776779196552816,-10.011538175649603,"3.21","1.42",,,,"99.5",2383,"6.9",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.58",,,,,,,,40,2,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard",211,"0","-0.031"
"SL","2022-07-06","86.5","-2.64","5.7","Ohtani, Shohei",607732,660271,,"ball",,,,,14,"Jacob Stallings strikes out swinging.","R","R","R","MIA","LAA","B",,,0,0,2022,"1.5","0.42","0.9","1.62",,,,1,5,"Bot",,,,,545358,,,5.435724258665806,-125.71542624841229,-4.289297240747785,14.394209258334396,30.040315522277155,-27.028532728860338,"3.17","1.44",,,,"86.8",2530,"6.9",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.55",,,,,,,,40,1,"Slider",1,3,1,3,3,1,1,3,"Standard","Standard",62,"0","0.023"
"SL","2022-07-06","85.4","-2.76","5.68","Ohtani, Shohei",500743,660271,"field_out","hit_into_play",,,,,5,"Miguel Rojas grounds out, second baseman Michael Stefanic to first baseman Jared Walsh.","R","R","R","MIA","LAA","X",4,"ground_ball",2,2,2022,"1.57","0.15","0.21","2.73",,,,0,5,"Bot",149.17,143.36,,,545358,,,3.851833746808416,-124.28012984258532,-0.9062159317932665,15.315256899059516,27.181059825367345,-30.637336085000573,"3.43","1.66",8,"93.2",-17,"85.7",2628,"6.7",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.8",0.146,0.139,"0",1,0,0,2,39,5,"Slider",1,3,1,3,3,1,1,3,"Standard","Standard",58,"-0.031","-0.195"
"FS","2022-07-06","91","-1.88","6.22","Ohtani, Shohei",500743,660271,,"ball",,,,,14,"Miguel Rojas grounds out, second baseman Michael Stefanic to first baseman Jared Walsh.","R","R","R","MIA","LAA","B",,,1,2,2022,"-0.27","0.29","0.6","0.88",,,,0,5,"Bot",,,,,545358,,,6.862579106620214,-132.18280116497462,-8.172154695051567,-4.6804668940866225,28.071504094077934,-27.227147445974182,"3.35","1.66",,,,"91.8",1457,"6.9",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.63",,,,,,,,39,4,"Split-Finger",1,3,1,3,3,1,1,3,"Standard","Standard",230,"0","0.037"
"SL","2022-07-06","87.4","-2.67","5.64","Ohtani, Shohei",500743,660271,,"ball",,,,,14,"Miguel Rojas grounds out, second baseman Michael Stefanic to first baseman Jared Walsh.","R","R","R","MIA","LAA","B",,,0,2,2022,"1.86","0.6","2.64","2.3",,,,0,5,"Bot",,,,,545358,,,9.018690132829429,-126.97427236781557,-3.083571948763651,17.923488114429002,28.825910405725526,-25.296593244589815,"3.42","1.66",,,,"87.7",2656,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.66",,,,,,,,39,3,"Slider",1,3,1,3,3,1,1,3,"Standard","Standard",60,"0","0.017"
"SL","2022-07-06","87.4","-2.57","5.71","Ohtani, Shohei",500743,660271,,"swinging_strike",,,,,14,"Miguel Rojas grounds out, second baseman Michael Stefanic to first baseman Jared Walsh.","R","R","R","MIA","LAA","S",,,0,1,2022,"1.58","0.69","1.57","2.16",,,,0,5,"Bot",,,,,545358,,,6.760476289614451,-127.15915487727985,-3.8251645400738,15.658005658741427,27.574949643373362,-24.086574693319054,"3.43","1.66",,,,"87.9",2551,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.74",,,,,,,,39,2,"Slider",1,3,1,3,3,1,1,3,"Standard","Standard",68,"0","-0.046"
"SL","2022-07-06","84.5","-2.51","5.75","Ohtani, Shohei",500743,660271,,"swinging_strike",,,,,14,"Miguel Rojas grounds out, second baseman Michael Stefanic to first baseman Jared Walsh.","R","R","R","MIA","LAA","S",,,0,0,2022,"1.47","0.67","1.29","2.54",,,,0,5,"Bot",,,,,545358,,,5.982203952473601,-122.92807341647332,-2.4575201977774057,13.609602451808367,25.392554372528977,-25.126628198038734,"3.43","1.66",,,,"85.2",2456,"6.9",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.63",,,,,,,,39,1,"Slider",1,3,1,3,3,1,1,3,"Standard","Standard",63,"0","-0.034"
"FS","2022-07-06","92.2","-2.06","6.1","Ohtani, Shohei",605119,660271,"strikeout","swinging_strike_blocked",,,,,14,"Brian Anderson strikes out swinging, catcher Max Stassi to first baseman Jared Walsh.","R","R","R","MIA","LAA","S",2,,2,2,2022,"-0.68","0.25","0.22","0.49",,,,2,4,"Bot",,,,,545358,,,7.225906072703887,-133.76603564656546,-8.860311033972208,-9.75982720658216,31.162585002127386,-27.331563080483715,"3.43","1.59",,,,"91.4",1351,"6.2",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"54.32",,,"0",1,0,0,,30,5,"Split-Finger",1,0,1,0,0,1,1,0,"Standard","Standard",232,"-0.011","-0.083"
"SL","2022-07-06","86.1","-2.72","5.71","Ohtani, Shohei",605119,660271,,"swinging_strike",,,,,14,"Brian Anderson strikes out swinging, catcher Max Stassi to first baseman Jared Walsh.","R","R","R","MIA","LAA","S",,,2,1,2022,"1.49","0.39","0.85","2.09",,,,2,4,"Bot",,,,,545358,,,5.482963325190262,-125.19277356706291,-3.075914487111395,14.185103366751896,28.988444559168762,-27.621490654481505,"3.43","1.59",,,,"86.2",2656,"6.7",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.76",,,,,,,,30,4,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",63,"0","-0.031"
"SL","2022-07-06","87","-2.57","5.68","Ohtani, Shohei",605119,660271,,"ball",,,,,14,"Brian Anderson strikes out swinging, catcher Max Stassi to first baseman Jared Walsh.","R","R","R","MIA","LAA","B",,,1,1,2022,"1.54","0.2","2.31","2.26",,,,2,4,"Bot",,,,,545358,,,8.57513528471813,-126.2782918988622,-2.3032896348256084,14.227546316374237,30.413397576301094,-29.735705690526117,"3.3","1.48",,,,"86.9",2644,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.7",,,,,,,,30,3,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",63,"0","0.021"
"FF","2022-07-06","100","-2.17","5.97","Ohtani, Shohei",605119,660271,,"ball",,,,,12,"Brian Anderson strikes out swinging, catcher Max Stassi to first baseman Jared Walsh.","R","R","R","MIA","LAA","B",,,0,1,2022,"-0.01","1.37","1.59","3.05",,,,2,4,"Bot",,,,,545358,,,10.443710636610781,-145.11471558207302,-5.890154017865074,-2.658340753765126,35.76647045399157,-11.593860608240522,"3.37","1.57",,,,"100.4",2248,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.74",,,,,,,,30,2,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",211,"0","0.011"
"FF","2022-07-06","100","-2.21","5.95","Ohtani, Shohei",605119,660271,,"swinging_strike",,,,,5,"Brian Anderson strikes out swinging, catcher Max Stassi to first baseman Jared Walsh.","R","R","R","MIA","LAA","S",,,0,0,2022,"-0.35","1.48","0.03","2.3",,,,2,4,"Bot",,,,,545358,,,7.084401441255452,-145.29642867116328,-8.235145841374997,-6.706575166740874,35.92270248505882,-9.37563719191128,"3.43","1.59",,,,"100.6",2223,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.66",,,,,,,,30,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",214,"0","-0.017"
"FS","2022-07-06","91.8","-2.1","6.17","Ohtani, Shohei",660821,660271,"strikeout","swinging_strike_blocked",,,,,14,"Jesus Sanchez strikes out swinging.","R","L","R","MIA","LAA","S",2,,1,2,2022,"-0.67","0.17","0.35","0.62",,,,1,4,"Bot",,,,,545358,,,7.680642912789393,-133.30652065954823,-8.569481258103782,-9.641866844253824,28.97997422085003,-28.411361757370834,"3.44","1.59",,,,"92.2",1061,"6.6",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.86",,,"0",1,0,0,,29,4,"Split-Finger",1,0,1,0,0,1,1,0,"Standard","Standard",235,"-0.015","-0.112"
"SL","2022-07-06","86.5","-2.21","6.1","Ohtani, Shohei",660821,660271,,"swinging_strike",,,,,14,"Jesus Sanchez strikes out swinging.","R","L","R","MIA","LAA","S",,,1,1,2022,"1.43","0.15","1.17","0.89",,,,1,4,"Bot",,,,,545358,,,5.179907452494454,-125.78791278632809,-6.485253974767709,13.840818152489595,28.371125984623394,-29.303557093905784,"3.44","1.59",,,,"86.7",2577,"6.7",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.8",,,,,,,,29,3,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",56,"0","-0.036"
"SL","2022-07-06","82","-2.52","5.83","Ohtani, Shohei",660821,660271,,"foul",,,,,9,"Jesus Sanchez strikes out swinging.","R","L","R","MIA","LAA","S",,,1,0,2022,"1.34","0.26","0.29","1.6",,,,1,4,"Bot",,,,,545358,,,3.79477203958114,-119.2693641304789,-3.487979167093271,11.87235349542047,24.954294831997068,-29.218857327136874,"3.44","1.59",170,"65.4",44,"82.7",2419,"7",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.54",,,,,,,,29,2,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",66,"0","-0.031"
"CU","2022-07-06","67.9","-1.82","6.6","Ohtani, Shohei",660821,660271,,"ball",,,,,12,"Jesus Sanchez strikes out swinging.","R","L","R","MIA","LAA","B",,,0,0,2022,"1.11","-1.25","0.78","4.49",,,,1,4,"Bot",,,,,545358,,,3.0586017188910537,-98.36441010846053,6.1332889775697,6.463189129226178,19.13498877312905,-41.60719670584391,"3.02","1.32",,,,"66.5",2285,"5.9",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"54.56",,,,,,,,29,1,"Curveball",1,0,1,0,0,1,1,0,"Standard","Standard",29,"0","0.023"
"SL","2022-07-06","82","-2.33","5.93","Ohtani, Shohei",541645,660271,"field_out","hit_into_play",,,,,5,"Avisail Garcia flies out sharply to center fielder Mike Trout.","R","R","R","MIA","LAA","X",8,"fly_ball",0,0,2022,"1.55","0.37","0.02","2.58",,,,0,4,"Bot",117.38,65.14,,,545358,,,2.338782272748322,-119.42001661381494,-1.730724430396135,14.302821441324097,24.176235301979393,-28.55355011173205,"3.49","1.76",333,"101.9",43,"82.6",2423,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.74",0.117,0.217,"0",1,0,0,3,28,1,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",62,"-0.02","-0.221"
"FS","2022-07-06","90.2","-2.03","6.09","Ohtani, Shohei",542583,660271,"strikeout","swinging_strike_blocked",,,,,14,"Jesus Aguilar strikes out swinging.","R","R","R","MIA","LAA","S",2,,0,2,2022,"-0.2","0.09","0.47","0.88",,,,2,3,"Bot",,,,,545358,,,6.705216460693505,-130.99633357381697,-7.157918184034214,-3.8701845776473855,30.104436882912267,-29.72831641146203,"3.57","1.7",,,,"90.4",1154,"6.7",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.76",,,"0",1,0,0,,24,3,"Split-Finger",1,0,1,0,0,1,1,0,"Standard","Standard",237,"-0.009","-0.059"
"FS","2022-07-06","89.1","-2.07","6.07","Ohtani, Shohei",542583,660271,,"swinging_strike",,,,,7,"Jesus Aguilar strikes out swinging.","R","R","R","MIA","LAA","S",,,0,1,2022,"-0.14","-0.01","-0.33","1.83",,,,2,3,"Bot",,,,,545358,,,4.591974770135785,-129.6643065991211,-4.325956695757826,-2.650084696769938,29.902942775271285,-31.56829485527702,"3.57","1.7",,,,"89.3",1123,"6.7",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.83",,,,,,,,24,2,"Split-Finger",1,0,1,0,0,1,1,0,"Standard","Standard",244,"0","-0.023"
"SL","2022-07-06","85.9","-2.69","5.75","Ohtani, Shohei",542583,660271,,"called_strike",,,,,5,"Jesus Aguilar strikes out swinging.","R","R","R","MIA","LAA","S",,,0,0,2022,"1.28","0.24","-0.24","2.63",,,,2,3,"Bot",,,,,545358,,,3.222004290581944,-125.13397419054871,-1.6085624581982034,12.723573238914774,26.706893475105286,-29.559457298475433,"3.6","1.71",,,,"86.4",2534,"6.7",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.8",,,,,,,,24,1,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",67,"0","-0.017"
"FS","2022-07-06","89.7","-2.01","6.14","Ohtani, Shohei",643265,660271,"strikeout","swinging_strike",,,,,9,"Garrett Cooper strikes out swinging.","R","R","R","MIA","LAA","S",2,,1,2,2022,"-0.09","0","0.42","1.6",,,,1,3,"Bot",,,,,545358,,,6.257302505996236,-130.41085887410702,-5.227069682853832,-2.4433121392394863,30.043023446277985,-31.216630693507664,"3.53","1.69",,,,"90.3",1015,"7",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.55",,,"0",1,0,0,,23,5,"Split-Finger",1,0,1,0,0,1,1,0,"Standard","Standard",247,"-0.015","-0.112"
"FF","2022-07-06","99","-2.43","6.01","Ohtani, Shohei",643265,660271,,"foul",,,,,2,"Garrett Cooper strikes out swinging.","R","R","R","MIA","LAA","S",,,1,2,2022,"-0.33","1.27","0.21","3.38",,,,1,3,"Bot",,,,,545358,,,8.00324153969116,-143.92674988396533,-4.719230453241617,-6.472150542721702,34.303425079715666,-13.61265572528895,"3.53","1.69",255,"85.9",46,"99.3",2302,"6.6",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.91",,,,,,,,23,4,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",212,"0","0"
"FF","2022-07-06","98.2","-2.43","5.9","Ohtani, Shohei",643265,660271,,"foul",,,,,4,"Garrett Cooper strikes out swinging.","R","R","R","MIA","LAA","S",,,1,1,2022,"-0.42","1.33","-0.44","2.28",,,,1,3,"Bot",,,,,545358,,,6.396362199037199,-142.7372588373872,-7.411365605201803,-7.211129211533365,33.55934110271911,-12.50295609719712,"3.53","1.69",211,"74.1",38,"98.7",2180,"6.7",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.8",,,,,,,,23,3,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",217,"0","-0.036"
"FS","2022-07-06","87.3","-2.14","6.12","Ohtani, Shohei",643265,660271,,"ball",,,,,13,"Garrett Cooper strikes out swinging.","R","R","R","MIA","LAA","B",,,0,1,2022,"-0.19","-0.04","-1.47","1.07",,,,1,3,"Bot",,,,,545358,,,2.035619744214089,-127.03852905870195,-5.9281968968701,-2.5383999783306055,26.97670137249629,-31.532422967344818,"3.41","1.69",,,,"87.8",1263,"6.7",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.8",,,,,,,,23,2,"Split-Finger",1,0,1,0,0,1,1,0,"Standard","Standard",239,"0","0.016"
"FF","2022-07-06","98.1","-2.24","6","Ohtani, Shohei",643265,660271,,"called_strike",,,,,7,"Garrett Cooper strikes out swinging.","R","R","R","MIA","LAA","S",,,0,0,2022,"-0.34","1.37","-0.64","1.81",,,,1,3,"Bot",,,,,545358,,,5.127759879483974,-142.5196733514179,-8.993971667263587,-5.795634731227116,33.959678516268276,-11.602997429401206,"3.39","1.67",,,,"98",2194,"6.4",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"54.08",,,,,,,,23,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",213,"0","-0.024"
"FF","2022-07-06","97.1","-2.49","5.89","Ohtani, Shohei",621563,660271,"field_out","hit_into_play",,,,,5,"Joey Wendle grounds out, second baseman Michael Stefanic to first baseman Jared Walsh.","R","L","R","MIA","LAA","X",4,"ground_ball",0,0,2022,"-0.29","1.44","0.25","2.13",,,,0,3,"Bot",151.37,153.85,,,545358,,,8.052048138801336,-140.92664568166924,-7.854362463544484,-5.759836386518177,33.44121564083527,-11.301504757365832,"3.32","1.58",6,"88.7",-18,"97.6",2190,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.67",0.1,0.09,"0",1,0,0,2,22,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",216,"-0.02","-0.221"
"CU","2022-07-06","77.2","-1.92","6.27","Ohtani, Shohei",542932,660271,"field_out","hit_into_play",,,,,6,"Jon Berti flies out to right fielder Taylor Ward.","R","R","R","MIA","LAA","X",9,"fly_ball",0,0,2022,"0.82","-1.21","0.45","2.34",,605119,500743,2,2,"Bot",198.8,80.57,,,545358,,,3.557572031351165,-112.29804526553554,0.9577248020861959,6.048216283405523,24.403879968444368,-42.70419763650969,"3.16","1.43",343,"96.5",31,"77",2443,"6.6",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.88",0.209,0.391,"0",1,0,0,5,16,1,"Curveball",1,0,1,0,0,1,1,0,"Standard","Standard",48,"-0.038","-0.446"
"SL","2022-07-06","85.2","-2.58","5.6","Ohtani, Shohei",607732,660271,"field_out","hit_into_play",,,,,5,"Jacob Stallings pops out to second baseman Michael Stefanic on the infield fly rule.","R","R","R","MIA","LAA","X",4,"popup",2,1,2022,"1.12","0.55","0.15","2.52",,605119,500743,1,2,"Bot",141.99,131.81,,,545358,,,4.169302999529183,-124.01366364524998,-1.9807376685657774,10.535363229558989,28.11243452085825,-26.35137478501958,"3.21","1.42",176,"85.7",60,"85.5",2536,"6.8",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.73",0.02,0.024,"0",1,0,0,3,15,4,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",56,"-0.037","-0.513"
"FF","2022-07-06","97.2","-2.37","5.82","Ohtani, Shohei",607732,660271,,"called_strike",,,,,6,"Jacob Stallings pops out to second baseman Michael Stefanic on the infield fly rule.","R","R","R","MIA","LAA","S",,,2,0,2022,"-0.19","1.11","0.63","2.44",,605119,500743,1,2,"Bot",,,,,545358,,,8.60821239942691,-141.14688678081876,-6.127205042390187,-4.5949487430452,33.276449884684645,-16.0768965928311,"3.19","1.65",,,,"98.4",2231,"7.2",661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,"53.32",,,,,,,,15,3,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",211,"0","-0.102"
