ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
72431,Gheorghe Lupu,M,40,NA,NA,Romania,ROU,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
72431,Gheorghe Lupu,M,40,NA,NA,Romania,ROU,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
72904,Pavel Macenauer,M,NA,NA,NA,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
77408,Edward D'Arcy McCrea,M,28,NA,NA,Ireland,IRL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
77408,Edward D'Arcy McCrea,M,28,NA,NA,Ireland-1,IRL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
77408,Edward D'Arcy McCrea,M,28,NA,NA,Ireland,IRL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
77653,"Kathleen ""Kitty"" McKane (-Godfree)",F,27,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,Bronze
77653,"Kathleen ""Kitty"" McKane (-Godfree)",F,27,NA,NA,Great Britain-1,GBR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
77653,"Kathleen ""Kitty"" McKane (-Godfree)",F,27,NA,NA,Great Britain-2,GBR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Doubles,Silver
80376,Nicolae Miu,M,31,NA,NA,Romania,ROU,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
81801,Raimundo Morales Veloso,M,25,NA,NA,Spain,ESP,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
83081,Henning Christian Gottfrid Mller,M,27,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
83081,Henning Christian Gottfrid Mller,M,27,NA,NA,Sweden-2,SWE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
83081,Henning Christian Gottfrid Mller,M,27,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
85993,Jack Fridtjof Charles Hcke Coucheron Nobel Nielsen,M,27,NA,NA,Norway,NOR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
85993,Jack Fridtjof Charles Hcke Coucheron Nobel Nielsen,M,27,NA,NA,Norway-2,NOR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
85993,Jack Fridtjof Charles Hcke Coucheron Nobel Nielsen,M,27,NA,NA,Norway,NOR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
88417,Sunao Okamoto,M,29,NA,NA,Japan,JPN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
88417,Sunao Okamoto,M,29,NA,NA,Japan-2,JPN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
91199,Pantelis Papadopoulos,M,NA,NA,NA,Greece,GRE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
91199,Pantelis Papadopoulos,M,NA,NA,NA,Greece,GRE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
93213,Rodrigo Castro Pereira,M,36,NA,NA,Portugal,POR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
93221,Giulia Perelli,F,NA,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
93221,Giulia Perelli,F,NA,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
93221,Giulia Perelli,F,NA,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Doubles,NA
95896,Nora Margaret Polley (Fischer-),F,29,NA,NA,India,IND,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
95896,Nora Margaret Polley (Fischer-),F,29,NA,NA,India,IND,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
99274,Louis Bosman Raymond,M,28,NA,NA,South Africa,RSA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
100513,"Vincent ""Vinnie"" Richards",M,21,178,NA,United States,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,Gold
100513,"Vincent ""Vinnie"" Richards",M,21,178,NA,United States-2,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,Silver
100513,"Vincent ""Vinnie"" Richards",M,21,178,NA,United States-2,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,Gold
100535,Ivie John Richardson,M,29,NA,NA,South Africa,RSA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
100535,Ivie John Richardson,M,29,NA,NA,South Africa,RSA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
101496,Guillermo Robson y Lennon,M,19,NA,NA,Argentina,ARG,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
101496,Guillermo Robson y Lennon,M,19,NA,NA,Argentina-1,ARG,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
102044,Friedrich Rohrer,M,28,NA,NA,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
102044,Friedrich Rohrer,M,28,NA,NA,Czechoslovakia-1,TCH,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
102202,Alexandru Roman,M,NA,NA,NA,Romania,ROU,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
102202,Alexandru Roman,M,NA,NA,NA,Romania,ROU,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
103704,Donald Ross Rutnam,M,21,NA,NA,India-2,IND,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
105703,Ricardo Juan Antonio Saprissa Aym,M,22,NA,NA,Spain-2,ESP,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
105703,Ricardo Juan Antonio Saprissa Aym,M,22,NA,NA,Spain-1,ESP,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
106073,Phyllis Helen Satterthwaite (Carr-),F,38,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
106613,Lillian Scharman (-Hester),F,22,175,NA,United States,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
106864,Ernst Boris Schildt,M,34,NA,NA,Finland,FIN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
106864,Ernst Boris Schildt,M,34,NA,NA,Finland-2,FIN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
107936,"Ernst ""Esse"" Schybergson",M,33,NA,NA,Finland,FIN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
107936,"Ernst ""Esse"" Schybergson",M,33,NA,NA,Finland-1,FIN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
108915,Clemente Serventi,M,34,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
108915,Clemente Serventi,M,34,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
109583,Dorothy Cunliffe Shepherd-Barron,F,26,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
109583,Dorothy Cunliffe Shepherd-Barron,F,26,NA,NA,Great Britain-1,GBR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Doubles,Bronze
110980,Francisco Sindreu Pons,M,20,NA,NA,Spain,ESP,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
111927,Mohammed Sleem,M,32,NA,NA,India,IND,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
111927,Mohammed Sleem,M,32,NA,NA,India-1,IND,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
113756,"Patrick Dennis Benham ""Pat"" Spence",M,26,NA,NA,South Africa,RSA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
115518,Marie Pauline Julia Storms (Puissant-),F,38,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
115518,Marie Pauline Julia Storms (Puissant-),F,38,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Doubles,NA
115835,Lily Elisabeth Strmberg-von Essen,F,27,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
115835,Lily Elisabeth Strmberg-von Essen,F,27,NA,NA,Sweden-1,SWE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
115835,Lily Elisabeth Strmberg-von Essen,F,27,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Doubles,NA
117301,Hans G. Syz,M,32,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
117301,Hans G. Syz,M,32,NA,NA,Switzerland-2,SUI,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
119031,Erik Tegner,M,27,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
119031,Erik Tegner,M,27,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
119031,Erik Tegner,M,27,NA,NA,Denmark-2,DEN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
119476,Bjrn Thalbitzer (Guldbrandsen-),M,28,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
119476,Bjrn Thalbitzer (Guldbrandsen-),M,28,NA,NA,Denmark-1,DEN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
120383,"Hendrik ""Henk"" Timmer",M,20,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
120383,"Hendrik ""Henk"" Timmer",M,20,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,Bronze
120383,"Hendrik ""Henk"" Timmer",M,20,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
121228,Domingo Jos Torralva Ponsa,M,24,NA,NA,Chile,CHI,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
121228,Domingo Jos Torralva Ponsa,M,24,NA,NA,Chile,CHI,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
121229,Luis Torralva Ponsa,M,NA,NA,NA,Chile,CHI,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
121229,Luis Torralva Ponsa,M,NA,NA,NA,Chile,CHI,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
121231,Rosa Torras Buxeda,F,29,NA,NA,Spain,ESP,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
121231,Rosa Torras Buxeda,F,29,NA,NA,Spain-2,ESP,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
121231,Rosa Torras Buxeda,F,29,NA,NA,Spain,ESP,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Doubles,NA
123268,Einer Ulrich,M,27,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
123268,Einer Ulrich,M,27,NA,NA,Denmark-2,DEN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
123849,Lena Valaoritou (-Skaramagna),F,27,NA,NA,Greece,GRE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
123849,Lena Valaoritou (-Skaramagna),F,27,NA,NA,Greece,GRE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
124355,"Marius ""Maas"" van der Feen",M,36,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
124355,"Marius ""Maas"" van der Feen",M,36,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
124747,Christiaan van Lennep,M,37,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
124747,Christiaan van Lennep,M,37,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
125194,Ilona Vradi-Pter,F,29,NA,NA,Hungary,HUN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
125194,Ilona Vradi-Pter,F,29,NA,NA,Hungary,HUN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
125537,Jeanne G. Vaussard (Baudry-),F,NA,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
125537,Jeanne G. Vaussard (Baudry-),F,NA,NA,NA,France-1,FRA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Doubles,NA
126992,Pnlope Julie Vlasto (-Serpieri),F,20,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,Silver
127355,Bla von Kehrling,M,33,NA,NA,Hungary,HUN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
127355,Bla von Kehrling,M,33,NA,NA,Hungary-1,HUN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
127356,Aurl von Kelemen,M,36,NA,NA,Hungary,HUN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
127356,Aurl von Kelemen,M,36,NA,NA,Hungary,HUN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
127356,Aurl von Kelemen,M,36,NA,NA,Hungary-1,HUN,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
128229,Mabel Hilda Wallis,F,NA,NA,NA,Ireland,IRL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
128229,Mabel Hilda Wallis,F,NA,NA,NA,Ireland-1,IRL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
128229,Mabel Hilda Wallis,F,NA,NA,NA,Ireland,IRL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Doubles,NA
128837,"Watson McLean ""Watty"" Washburn",M,29,194,NA,United States,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
128837,"Watson McLean ""Watty"" Washburn",M,29,194,NA,United States-1,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
128838,Jean Marie Octave Constant Washer,M,29,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
128838,Jean Marie Octave Constant Washer,M,29,NA,NA,Belgium-2,BEL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
128838,Jean Marie Octave Constant Washer,M,29,NA,NA,Belgium-2,BEL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
129642,Charles Sven Otto Wennergren,M,35,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
129642,Charles Sven Otto Wennergren,M,35,NA,NA,Sweden-1,SWE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
129642,Charles Sven Otto Wennergren,M,35,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
129928,John David Patrick Wheatley,M,25,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
129928,John David Patrick Wheatley,M,25,NA,NA,Great Britain-1,GBR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
130318,Hazel Virginia Wightman (Hotchkiss-),F,37,NA,NA,United States-1,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,Gold
130318,Hazel Virginia Wightman (Hotchkiss-),F,37,NA,NA,United States-1,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Doubles,Gold
130502,"Arthur James ""Jim"" Willard",M,31,168,NA,Australia,AUS,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
130502,"Arthur James ""Jim"" Willard",M,31,168,NA,Australia,AUS,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
130584,"Richard Norris ""Dick"" Williams, III",M,33,182,NA,United States,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
130584,"Richard Norris ""Dick"" Williams, III",M,33,182,NA,United States-1,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,Gold
130584,"Richard Norris ""Dick"" Williams, III",M,33,182,NA,United States-1,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
130619,Jorge R. Williams Camet,M,NA,NA,NA,Argentina-2,ARG,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
130759,"Helen Newington Wills (-Moody, -Roark)",F,18,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,Gold
130759,"Helen Newington Wills (-Moody, -Roark)",F,18,NA,NA,United States-1,USA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Doubles,Gold
131340,Camille Wolff,M,29,NA,NA,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
131583,"Maxwell ""Max"" Woosnam",M,31,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
131583,"Maxwell ""Max"" Woosnam",M,31,NA,NA,Great Britain-2,GBR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
134322,Ladislav emla,M,36,NA,NA,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
134322,Ladislav emla,M,36,NA,NA,Czechoslovakia-2,TCH,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
134376,Avgoustos Zerlentis,M,37,NA,NA,Greece,GRE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
134376,Avgoustos Zerlentis,M,37,NA,NA,Greece,GRE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
134376,Avgoustos Zerlentis,M,37,NA,NA,Greece,GRE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,NA
334,Abubakar Sadiq Abdullahi,M,28,NA,NA,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
695,Ricardo Augusto Amaral Acioly,M,24,179,78,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
1140,Ronald Jean-Martin Agnor,M,23,180,79,Haiti,HAI,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
2645,"Stephen ""Steve"" Alger",M,30,187,84,Bermuda,BER,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
2706,Sayed Zeeshan Ali,M,18,180,64,India,IND,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
3538,Anand Amritraj,M,36,185,77,India,IND,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
3539,Vijay Amritraj,M,34,193,75,India,IND,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
3539,Vijay Amritraj,M,34,193,75,India,IND,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
4570,"Alexander ""Alex"" Antonitsch",M,22,188,85,Austria,AUT,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
4570,"Alexander ""Alex"" Antonitsch",M,22,188,85,Austria,AUT,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
8485,Carling Kathrin Bassett-Seguso,F,20,168,54,Canada,CAN,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Singles,NA
8485,Carling Kathrin Bassett-Seguso,F,20,168,54,Canada,CAN,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,NA
8522,"Nani Rahayu ""Yayuk"" Basuki-Suharyadi",F,17,165,55,Indonesia,INA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Singles,NA
8554,Michael Jeremy Bates,M,26,180,72,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
8554,Michael Jeremy Bates,M,26,180,72,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
8846,"Anastasios ""Tasos"" Bavelas",M,20,180,76,Greece,GRE,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
10449,Ilana Berger,F,22,169,63,Israel,ISR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Singles,NA
12360,Gilad Bloom,M,21,171,68,Israel,ISR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
12360,Gilad Bloom,M,21,171,68,Israel,ISR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
13918,Oarda Bouchabou,F,18,NA,NA,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Singles,NA
17132,Vctor Caballero,M,28,NA,NA,Paraguay,PAR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
17132,Vctor Caballero,M,28,NA,NA,Paraguay,PAR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
17275,Darren Cahill,M,22,188,75,Australia,AUS,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
17275,Darren Cahill,M,22,188,75,Australia,AUS,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
17779,Omar Camporese,M,20,188,78,Italy,ITA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
17779,Omar Camporese,M,20,188,78,Italy,ITA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
17889,Paolo Can,M,23,180,68,Italy,ITA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
18726,Sergio Casal Martnez,M,26,186,75,Spain,ESP,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
18726,Sergio Casal Martnez,M,26,186,75,Spain,ESP,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,Silver
18806,Owen Casey,M,18,177,75,Ireland,IRL,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
18973,Andrew Nicholas Castle,M,24,190,74,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
18973,Andrew Nicholas Castle,M,24,190,74,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
19240,Sandra Anna Maria Cecchini,F,23,170,59,Italy,ITA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Singles,NA
19240,Sandra Anna Maria Cecchini,F,23,170,59,Italy,ITA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,NA
19820,Hugo Ricardo Chapac Cabrera,M,26,178,70,Paraguay,PAR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
19820,Hugo Ricardo Chapac Cabrera,M,26,178,70,Paraguay,PAR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
20448,Andrey Gennadyevich Cherkasov,M,18,180,73,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
20545,Andrey Eduardovich Chesnokov,M,22,188,75,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
21257,Morten Christensen,M,23,190,82,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
21257,Morten Christensen,M,23,190,82,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
22461,Eoin Collins,M,20,193,86,Ireland,IRL,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
22688,Grant Connell,M,22,187,79,Canada,CAN,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
22688,Grant Connell,M,22,187,79,Canada,CAN,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
23061,Belinda Jane Cordwell,F,22,172,68,New Zealand,NZL,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Singles,NA
27505,Isabelle Demongeot,F,21,169,59,France,FRA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Singles,NA
27505,Isabelle Demongeot,F,21,169,59,France,FRA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,NA
27725,Bruce Phillip Derlin,M,26,180,76,New Zealand,NZL,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
31358,Jan Stefan Edberg,M,22,186,77,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,Bronze
31358,Jan Stefan Edberg,M,22,186,77,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,Bronze
33130,Maria Xchitl Escobedo Alcalde,F,20,170,60,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Singles,NA
33130,Maria Xchitl Escobedo Alcalde,F,20,170,60,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,NA
33515,Kelly Graeme Evernden,M,26,175,70,New Zealand,NZL,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
33515,Kelly Graeme Evernden,M,26,175,70,New Zealand,NZL,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
33524,"Christine Marie ""Chris"" Evert (-Lloyd, -Mill, -Norman)",F,33,167,57,United States,USA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Singles,NA
35638,John Basil Fitzgerald,M,27,185,77,Australia,AUS,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
35638,John Basil Fitzgerald,M,27,185,77,Australia,AUS,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
35689,"Kenneth Eliot ""Ken"" Flach",M,25,185,75,United States,USA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,Gold
36266,Guy Forget,M,23,189,79,France,FRA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
36266,Guy Forget,M,23,189,79,France,FRA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
36622,Javier Alberto Frana Maggi,M,21,183,74,Argentina,ARG,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA
36622,Javier Alberto Frana Maggi,M,21,183,74,Argentina,ARG,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA
