ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1724,Aristidis Akratopoulos,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,NA
1724,Aristidis Akratopoulos,M,NA,NA,NA,Greece-3,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,NA
1725,"Konstantinos ""Kostas"" Akratopoulos",M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,NA
1725,"Konstantinos ""Kostas"" Akratopoulos",M,NA,NA,NA,Greece-3,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,NA
12929,John Mary Pius Boland,M,25,NA,NA,Great Britain,GBR,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,Gold
12929,John Mary Pius Boland,M,25,NA,NA,Great Britain/Germany,GBR,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,Gold
18785,Demetrius Emmanuel Casdagli,M,23,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,Silver
18785,Demetrius Emmanuel Casdagli,M,23,NA,NA,Greece-1,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,Silver
26984,J. Defert,M,NA,NA,NA,France,FRA,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,NA
35698,"Edwin Harold ""Teddy"" Flack",M,22,NA,NA,Australia,AUS,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,NA
35698,"Edwin Harold ""Teddy"" Flack",M,22,NA,NA,Australia/Great Britain,AUS,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,Bronze
36738,D. Frangopoulos,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,NA
91932,"Khios ""Konstantinos"" Paspatis",M,17,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,Bronze
91932,"Khios ""Konstantinos"" Paspatis",M,17,NA,NA,Greece-2,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,NA
94075,Dimitrios Stephen Petrokokkinos,M,17,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,NA
94075,Dimitrios Stephen Petrokokkinos,M,17,NA,NA,Greece-1,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,Silver
98539,Evangelos Rallis,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,NA
98539,Evangelos Rallis,M,NA,NA,NA,Greece-2,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,NA
101352,George Stuart Robertson,M,23,NA,NA,Great Britain,GBR,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,NA
101352,George Stuart Robertson,M,23,NA,NA,Australia/Great Britain,GBR,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,Bronze
118532,Momcsill Tapavicza,M,23,NA,NA,Hungary,HUN,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,Bronze
121713,"Friedrich Adolf ""Fritz"" Traun",M,20,NA,NA,Germany,GER,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,NA
121713,"Friedrich Adolf ""Fritz"" Traun",M,20,NA,NA,Great Britain/Germany,GER,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,Gold
22925,Charlotte Reinagle Cooper (-Sterry),F,29,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Women's Singles,Gold
22925,Charlotte Reinagle Cooper (-Sterry),F,29,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,Gold
26110,Basil Spalding de Garmendia,M,40,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,NA
26110,Basil Spalding de Garmendia,M,40,NA,NA,United States/France,USA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,Silver
26246,Luc Henri Herv Guy Gardye de la Chapelle,M,31,NA,NA,France-1,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,Bronze
26338,lie Marie Gabriel Dor de Lastours,M,25,NA,NA,France-2,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,NA
26951,"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,17,NA,NA,United States/France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,Silver
29107,"Hugh Lawrence ""Laurie"" Doherty",M,24,178,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,Gold
29107,"Hugh Lawrence ""Laurie"" Doherty",M,24,178,NA,United States/Great Britain,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,Bronze
29107,"Hugh Lawrence ""Laurie"" Doherty",M,24,178,NA,Great Britain-1,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,Gold
29109,"Reginald Frank ""Reggie"" Doherty",M,27,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,Bronze
29109,"Reginald Frank ""Reggie"" Doherty",M,27,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,Gold
29109,"Reginald Frank ""Reggie"" Doherty",M,27,NA,NA,Great Britain-1,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,Gold
30792,tienne Durand,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,NA
30792,tienne Durand,M,NA,NA,NA,France-4,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,NA
34244,Adrien Fauchier-Magnan,M,26,NA,NA,France-4,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,NA
36538,Marguerite Fourrier,F,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Women's Singles,NA
40381,"Catherine Marie Blanche ""Katie"" Gillou (-Fenwick)",F,13,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
55662,Georgina Frances Jones (-Walton),F,17,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Women's Singles,NA
55662,Georgina Frances Jones (-Walton),F,17,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
55702,Marion Jones (-Farquhar),F,20,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Women's Singles,Bronze
55702,Marion Jones (-Farquhar),F,20,NA,NA,United States/Great Britain,USA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,Bronze
67662,Pierre Lebrton,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,NA
67662,Pierre Lebrton,M,NA,NA,NA,France-3,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,NA
67675,Paul Lecaron,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,NA
67675,Paul Lecaron,M,NA,NA,NA,France-3,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,NA
68563,Guy Lejeune,M,NA,NA,NA,France-2,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,NA
70416,Albert Lippmann,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,NA
73603,Harold Segerson Mahony,M,33,191,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,Silver
73603,Harold Segerson Mahony,M,33,191,NA,France/Great Britain,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,Silver
73603,Harold Segerson Mahony,M,33,191,NA,Great Britain-2,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,Bronze
86975,Arthur B. J. Norris,M,NA,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,Bronze
86975,Arthur B. J. Norris,M,NA,NA,NA,Great Britain-2,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,Bronze
96913,Jean Marie Andr Prvost,M,40,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,NA
96913,Jean Marie Andr Prvost,M,40,NA,NA,France-1,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,Bronze
96920,Yvonne Prvost (-Boppe),F,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Women's Singles,Silver
96920,Yvonne Prvost (-Boppe),F,NA,NA,NA,France/Great Britain,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,Silver
102589,"Hedwiga Rosenbaumov (Austerlitz-, -Raabe)",F,35,NA,NA,Bohemia,BOH,1900 Summer,1900,Summer,Paris,Tennis,Tennis Women's Singles,Bronze
102589,"Hedwiga Rosenbaumov (Austerlitz-, -Raabe)",F,35,NA,NA,Bohemia/Great Britain,BOH,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,Bronze
105390,Charles Edward Sands,M,34,181,NA,United States,USA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,NA
105390,Charles Edward Sands,M,34,181,NA,United States,USA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
105390,Charles Edward Sands,M,34,181,NA,United States/Great Britain,USA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,NA
125956,Philippe-Edmond Pierre Verd-Delisle,M,22,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
127102,Charles Adolph Voigt,M,31,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,NA
128739,Archibald Adam Warden,M,31,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,NA
128739,Archibald Adam Warden,M,31,NA,NA,Bohemia/Great Britain,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,Bronze
128739,Archibald Adam Warden,M,31,NA,NA,United States/Great Britain,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,NA
9627,"Alphonzo Edward Bell, Sr.",M,28,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,Bronze
9627,"Alphonzo Edward Bell, Sr.",M,28,NA,NA,United States-2,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,Silver
12199,Wilfred E. Blatherwick,M,33,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
12199,Wilfred E. Blatherwick,M,33,NA,NA,United States-10,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
19894,Joseph William Charles,M,36,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
19894,Joseph William Charles,M,36,NA,NA,United States-9,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
23775,"Charles Clement Cresson, Jr.",M,30,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
23775,"Charles Clement Cresson, Jr.",M,30,NA,NA,United States-6,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
24338,James Cunningham,M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
25677,"Dwight Filley Davis, Sr.",M,24,183,86,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
25677,"Dwight Filley Davis, Sr.",M,24,183,86,United States-7,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
29998,Andrew Drew,M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
29998,Andrew Drew,M,NA,NA,NA,United States-14,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
31200,William Easton,M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
34487,Frederick Rollin Feitshans,M,23,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
36298,"Christian Hoffman ""Chris"" Forney",M,26,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
38221,Clarence Oliver Gamble,M,22,NA,NA,United States-4,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,Bronze
40750,Thomas Paul Gleeson,M,24,NA,NA,Germany/United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
46013,"Hugo James Hardy, Jr.",M,26,NA,NA,Germany,GER,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
46013,"Hugo James Hardy, Jr.",M,26,NA,NA,Germany/United States,GER,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
51074,Edwin Llewellyn Hunter,M,30,NA,NA,United States-5,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
55672,Hugh McKittrick Jones,M,23,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
55672,Hugh McKittrick Jones,M,23,NA,NA,United States-8,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
58060,Harold Meredith Kauffman,M,28,NA,NA,United States-8,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
68784,Edgar Welch Leonard,M,23,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,Bronze
68784,Edgar Welch Leonard,M,23,NA,NA,United States-1,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,Gold
68932,Robert LeRoy,M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,Silver
68932,Robert LeRoy,M,19,NA,NA,United States-2,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,Silver
72881,Malcolm D. MacDonald,M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
72881,Malcolm D. MacDonald,M,NA,NA,NA,United States-12,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
77754,Ralph McKittrick,M,26,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
77754,Ralph McKittrick,M,26,NA,NA,United States-7,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
81541,Forest H. Montgomery,M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
81541,Forest H. Montgomery,M,NA,NA,NA,United States-11,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
85045,John Crosby Neely,M,32,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
103594,"Sempronius E. ""Semp"" Russ",M,26,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
103594,"Sempronius E. ""Semp"" Russ",M,26,NA,NA,United States-6,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
105333,Fred R. Sanderson,M,31,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
108561,"Frederick Humphrey ""Fred"" Semple",M,31,NA,NA,United States-13,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
108562,Nathaniel Meacom Semple,M,27,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
108562,Nathaniel Meacom Semple,M,27,NA,NA,United States-12,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
112360,N. M. Smith,M,NA,NA,NA,United States-9,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
114140,George Henry Stadel,M,22,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
114140,George Henry Stadel,M,22,NA,NA,United States-13,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
121965,John Stewart Tritle,M,33,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
121965,John Stewart Tritle,M,33,NA,NA,United States-11,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
122768,Douglas Turner,M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
122768,Douglas Turner,M,NA,NA,NA,United States-14,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
126107,Orien Vinton Vernon,M,29,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
126107,Orien Vinton Vernon,M,29,NA,NA,United States-10,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
129062,Arthur Yancey Wear,M,24,NA,NA,United States-4,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,Bronze
129063,Joseph Walker Wear,M,27,NA,NA,United States-3,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,Bronze
129763,Allen Tarwater West,M,31,NA,NA,United States-3,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,Bronze
129931,Frank Angell Wheaton,M,27,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,NA
129931,Frank Angell Wheaton,M,27,NA,NA,United States-5,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,NA
131684,Beals Coleman Wright,M,24,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,Gold
131684,Beals Coleman Wright,M,24,NA,NA,United States-1,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,Gold
7335,Ioannis Ballis,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
7335,Ioannis Ballis,M,NA,NA,NA,Greece-1,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,Silver
11093,Karel Willem Adriaan Beukema,M,28,NA,NA,Netherlands,NED,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
11093,Karel Willem Adriaan Beukema,M,28,NA,NA,Netherlands,NED,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,NA
17059,Homer Morrison Byington,M,26,NA,NA,United States,USA,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
17059,Homer Morrison Byington,M,26,NA,NA,United States,USA,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,NA
18785,Demetrius Emmanuel Casdagli,M,33,NA,NA,Greece-3,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Mixed Doubles,NA
18786,Xenophon Emmanuel Casdagli,M,26,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
18786,Xenophon Emmanuel Casdagli,M,26,NA,NA,Greece-2,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Mixed Doubles,Bronze
18786,Xenophon Emmanuel Casdagli,M,26,NA,NA,Greece-1,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,Silver
26950,Cornlie Gilberte Marie Dcugis (Flameng-),F,21,NA,NA,France,FRA,1906 Summer,1906,Summer,Athina,Tennis,Tennis Women's Singles,NA
26950,Cornlie Gilberte Marie Dcugis (Flameng-),F,21,NA,NA,France,FRA,1906 Summer,1906,Summer,Athina,Tennis,Tennis Mixed Doubles,Gold
26951,"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,23,NA,NA,France,FRA,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,Gold
26951,"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,23,NA,NA,France,FRA,1906 Summer,1906,Summer,Athina,Tennis,Tennis Mixed Doubles,Gold
26951,"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,23,NA,NA,France,FRA,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,Gold
39786,Marie Claude Maurice Germot,M,23,NA,NA,France,FRA,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,Silver
39786,Marie Claude Maurice Germot,M,23,NA,NA,France,FRA,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,Gold
40544,"James ""Jim"" Giraud",M,23,NA,NA,France,FRA,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
57780,Nikolaos Karydias,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
58930,"Jean Baptiste August ""Guus"" Kessler",M,17,NA,NA,Netherlands,NED,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
58966,Ioannis Ketseas,M,18,NA,NA,Greece-3,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,NA
75099,Sofia Marinou,F,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Women's Singles,Silver
75099,Sofia Marinou,F,NA,NA,NA,Greece-1,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Mixed Doubles,Silver
76525,Aspasia Matsa (-Razelos),F,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Women's Singles,NA
76525,Aspasia Matsa (-Razelos),F,NA,NA,NA,Greece-2,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Mixed Doubles,Bronze
91931,"Eufrosine ""Fronietta"" Paspati (Muzzopoulous-)",F,26,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Women's Singles,Bronze
91931,"Eufrosine ""Fronietta"" Paspati (Muzzopoulous-)",F,26,NA,NA,Greece-3,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Mixed Doubles,NA
106636,Robert Haven Schauffler,M,27,NA,NA,United States,USA,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
106636,Robert Haven Schauffler,M,27,NA,NA,United States,USA,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,NA
106800,Gerard Jacobus Scheurleer,M,19,NA,NA,Netherlands,NED,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
106800,Gerard Jacobus Scheurleer,M,19,NA,NA,Netherlands,NED,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,NA
110703,Esme Simiriotis,F,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Women's Singles,Gold
110703,Esme Simiriotis,F,NA,NA,NA,Greece-4,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Mixed Doubles,NA
110704,Georgios Simiriotis,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
110704,Georgios Simiriotis,M,NA,NA,NA,Greece-1,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Mixed Doubles,Silver
110704,Georgios Simiriotis,M,NA,NA,NA,Greece-2,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,NA
111767,Georgios Skouzes,M,15,NA,NA,Greece-3,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,NA
120520,Ioanna Tissamenou,F,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Women's Singles,NA
126911,Kroly Vitus,M,NA,NA,NA,Hungary,HUN,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
134029,"Leonidas Theodoros ""Leon"" Zarifis",M,21,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
134030,Nikolaos Zarifis,M,20,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
134030,Nikolaos Zarifis,M,20,NA,NA,Greece-4,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Mixed Doubles,NA
134030,Nikolaos Zarifis,M,20,NA,NA,Greece-2,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,NA
134321,Jaroslav emla,M,NA,NA,NA,Bohemia,BOH,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
134322,Ladislav emla,M,18,NA,NA,Bohemia,BOH,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,NA
134322,Ladislav emla,M,18,NA,NA,Bohemia,BOH,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,Bronze
134323,Zdenk emla,M,NA,NA,NA,Bohemia,BOH,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Singles,Bronze
134323,Zdenk emla,M,NA,NA,NA,Bohemia,BOH,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,Bronze
975,Anna Mrtha Vilhelmina Adlerstrhle (von Oelreich-),F,39,NA,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Tennis,"Tennis Women's Singles, Covered Courts",Bronze
8107,Herbert Roper Barrett,M,34,NA,NA,Great Britain-1,GBR,1908 Summer,1908,Summer,London,Tennis,"Tennis Men's Doubles, Covered Courts",Gold
13367,Penelope Dora Harvey Boothby (-Geen),F,26,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Tennis,Tennis Women's Singles,Silver
13367,Penelope Dora Harvey Boothby (-Geen),F,26,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Tennis,"Tennis Women's Singles, Covered Courts",NA
13800,Wollmar Filip Bostrm,M,29,NA,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Tennis,"Tennis Men's Singles, Covered Courts",NA
13800,Wollmar Filip Bostrm,M,29,NA,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Tennis,"Tennis Men's Doubles, Covered Courts",Bronze
15483,Charles R. Brown,M,NA,NA,NA,Canada,CAN,1908 Summer,1908,Summer,London,Tennis,Tennis Men's Singles,NA
18242,George Aristides Caridia (Karidias-),M,39,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Tennis,Tennis Men's Singles,NA
18242,George Aristides Caridia (Karidias-),M,39,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Tennis,"Tennis Men's Singles, Covered Courts",Silver
18242,George Aristides Caridia (Karidias-),M,39,NA,NA,Great Britain-2,GBR,1908 Summer,1908,Summer,London,Tennis,"Tennis Men's Doubles, Covered Courts",Silver
